,Country Name,Time,Agricultural Land,CO2 Emission,Coal Rents,Forest Rents,GDP Growth
61,East Asia & Pacific (excluding high income),1990,46.624202784351205,2671323.18581045,0.959188254680512,1.87035037766105,5.40771753084344
62,Early-demographic dividend,1990,38.2033666346658,2596070.24706693,0.340692284395158,0.527917247132253,5.82179938661729
63,East Asia & Pacific,1990,50.500379555950204,4545253.93044809,0.16113253196333402,0.303522290743263,5.098973309767031
64,Europe & Central Asia (excluding high income),1990,,4025750.576386,0.6578421331998922,0.0705998975662291,-1.42681712404726
65,Europe & Central Asia,1990,,7974744.74158438,0.11821822111707302,0.0730825901218666,2.3213362158725297
66,Ecuador,1990,28.3412801618263,15600.0,0.0,0.958750452480716,3.67991405278418
67,"Egypt, Arab Rep.",1990,2.6601034707921003,86820.0,0.0,0.420110939547562,5.66702915073418
68,Euro area,1990,50.682810132116394,2622870.0,0.0363844717148318,0.0696329736539092,3.58465276934832
69,Eritrea,1990,,0.0,,,
70,Spain,1990,61.0123338138715,215020.0,0.0191757863535857,0.0479975220898976,3.7813933782668596
71,Estonia,1990,,35020.0,,,
72,Ethiopia,1990,51.1462306993642,2310.0,0.0,11.883523625778,2.72645178301019
73,European Union,1990,48.51874430709889,3562660.0,0.0644778494332096,0.0891093965574608,3.3706682198818396
74,Fragile and conflict affected situations,1990,30.390069631515605,446918.890626661,0.0313982853802808,1.4684206559468502,10.0711723344292
75,Finland,1990,7.85646278604025,54560.0,0.0,0.439020352196476,0.6702758442897621
76,Fiji,1990,22.4411603721949,730.0,0.0,0.627023944272324,5.8000027192660495
77,France,1990,55.8705251969626,356540.0,0.007476933709761721,0.0687184330136712,2.92393508123074
78,Faroe Islands,1990,2.14899713467049,,,,
79,"Micronesia, Fed. Sts.",1990,,0.0,,0.0,3.74092685650476
80,Gabon,1990,7.7827453719874296,4130.0,0.0,2.3803502966661902,5.19223727652398
81,United Kingdom,1990,75.24077212416809,556690.0,0.0402452686425899,0.009939815293900391,0.733755503411388
82,Georgia,1990,,33490.0,0.213326315112403,0.0,-14.788225900060198
83,Ghana,1990,55.3968533005186,2790.0,0.0,6.074637995992299,3.3288178832203994
84,Gibraltar,1990,,,,,
85,Guinea,1990,57.5492430408595,1000.0,0.0,8.486824327439821,4.32406275371824
86,"Gambia, The",1990,57.9051383399209,190.0,0.0,4.35432501125718,3.5588793686759597
87,Guinea-Bissau,1990,51.4580369843528,170.0,0.0,18.087608913615803,6.09999998640174
88,Equatorial Guinea,1990,11.9073083778966,60.0,0.0,20.989036977986103,-1.75856408404935
89,Greece,1990,71.5438324282389,75620.0,0.0680248628651422,0.0327325181630047,0.0
90,Grenada,1990,38.2352941176471,110.0,0.0,0.0,4.01261190237577
91,Greenland,1990,0.6930055604331279,,0.0,0.0,-11.719532984289902
92,Guatemala,1990,39.9869354236655,3930.0,0.0,1.52685392573863,3.1025631804658502
93,Guam,1990,37.037037037037,,,,
94,Guyana,1990,5.500889001778001,1180.0,0.0,13.936684211656802,-3.0674846625765495
95,High income,1990,38.0607128064228,11460760.062257199,0.0986228453483201,0.0896284322061012,3.2387788949618
96,"Hong Kong SAR, China",1990,8.08080808080808,,0.0,0.00107915747368555,3.8305299368552403
97,Honduras,1990,29.671999285012102,2460.0,0.0,2.1849866054310803,2.7917489489214904
98,Heavily indebted poor countries (HIPC),1990,35.0161185340786,54317.307039064006,0.0103907084443358,5.847575516669839,-0.40926679145549394
99,Croatia,1990,,20330.0,,,
100,Haiti,1990,57.9462989840348,1020.0,0.0,0.7589806500786279,1.0381228010311199
101,Hungary,1990,72.0373873372649,67420.0,,,
102,IBRD only,1990,40.4807872551762,8929720.30952364,0.5322519743955471,0.6162377639832011,2.0087636472194697
103,IDA & IBRD total,1990,39.2146621343772,9350193.57130029,0.49435744126913206,0.829755106173106,2.1494212710879697
104,IDA total,1990,36.2698442586266,418080.753097669,0.0610842304923284,3.2713721461883902,4.0287928552691294
105,IDA blend,1990,40.060771253331,276634.874178646,0.11363095584034599,2.0881182163203897,6.65543043110218
106,Indonesia,1990,24.8861484789437,147990.0,0.0632972491520125,1.1918529052695501,7.242131638564639
107,IDA only,1990,35.4237623834093,139265.523635125,0.0167617753376299,4.2680809430538895,1.0843823558545
108,Isle of Man,1990,69.4736842105263,,,,4.1869768155689
109,India,1990,61.0162821750376,562480.0,0.767620729822205,0.5375785760306729,5.533454563065111
110,Not classified,1990,,,,,
111,Ireland,1990,82.00029031789809,31000.0,0.000247382017068588,0.0561935225220945,8.46652715080079
112,"Iran, Islamic Rep.",1990,37.758785824799205,179240.0,0.0118018627894164,0.0239070928429738,13.838156755105901
113,Iraq,1990,21.1034135857512,64850.0,0.0,0.0010830149008506302,57.8178283456035
114,Iceland,1990,18.9625935162095,1950.0,0.0,0.0,
115,Israel,1990,26.7560073937153,33800.0,0.0,0.004595425295409779,
116,Italy,1990,57.257488694706105,405260.0,0.000213251732887611,0.00922561672279117,1.98577494287171
117,Jamaica,1990,43.9519852262235,7470.0,0.0,0.32114556858834803,4.2005351147029
118,Jordan,1990,11.7883046237534,9930.0,0.0,0.043508596072766,-0.275903906111026
119,Japan,1990,15.614371914426801,1092560.0,0.00144209148115036,0.0270722585309119,4.89271306580787
120,Kazakhstan,1990,,237570.0,2.93364372832485,0.0,
121,Kenya,1990,47.0358786941702,6140.0,0.0,4.9602346135593605,4.19205097421582
122,Kyrgyz Republic,1990,,22760.0,0.456066532484694,0.0,5.702796635234491
123,Cambodia,1990,25.237933378654,1260.0,,,
124,Kiribati,1990,48.148148148148096,20.0,0.0,0.0398135736447574,-0.869565217391298
125,St. Kitts and Nevis,1990,46.15384615384621,110.0,0.0,0.0,4.87725151603959
126,"Korea, Rep.",1990,22.5896744764669,249250.0,0.0270274750153679,0.019219155764612,9.8775525016936
127,Kuwait,1990,7.91245791245791,29250.0,0.0,0.00145343205131974,
128,Latin America & Caribbean (excluding high income),1990,34.0975970066458,730330.0,0.0203243842416389,0.523078994446505,-0.20265361927258105
129,Lao PDR,1990,7.19237435008666,510.0,0.0006237699080002389,6.8734451853154805,6.704578687386861
130,Lebanon,1990,59.1397849462366,5620.0,0.0,0.0360393357808304,26.533160093228997
131,Liberia,1990,25.8824750830565,450.0,,,
132,Libya,1990,8.78354569944417,36090.0,0.0,0.0358841238398405,
133,St. Lucia,1990,34.2622950819672,170.0,0.0,0.015405837700468002,9.89070152928615
134,Latin America & Caribbean,1990,33.6465175191767,899521.560010083,0.0196781677947627,0.505857504018781,0.347371579356604
135,Least developed countries: UN classification,1990,35.460444542384295,68556.1550595224,0.00955934619553357,4.530705627288361,0.488564554860147
136,Low income,1990,36.3372599412265,190153.091954135,0.0076668741959477205,6.02083072666975,-1.7831395762368198
137,Liechtenstein,1990,43.75,200.0,,0.0,2.25287097057453
138,Sri Lanka,1990,37.2986764471376,3840.0,0.0,0.467031774178621,6.3999953069393
139,Lower middle income,1990,39.1063643587054,2213573.21729434,0.41509124976158396,0.8825884033376651,4.81067847513756
140,Low & middle income,1990,39.3825915693381,8990535.94970945,0.477179170390466,0.837978671621896,1.99090350199103
141,Lesotho,1990,76.44927536231879,1390.0,0.0,3.90169659077912,6.04547332985949
142,Late-demographic dividend,1990,,6299585.59887804,0.581327845889828,0.7810864095847809,0.21097319051067104
143,Lithuania,1990,,32220.0,,,
144,Luxembourg,1990,,11320.0,0.0,0.0349739186520106,5.31993278705365
145,Latvia,1990,,18780.0,,,
146,"Macao SAR, China",1990,,,0.0,0.00192885878446127,7.9803597495506295
147,St. Martin (French part),1990,,,,,
148,Morocco,1990,67.9879005153484,21730.0,0.0143930369252945,0.32851595128832395,3.4118122263137995
149,Monaco,1990,,,,0.0,2.64345417269378
150,Moldova,1990,,30530.0,,,
151,Madagascar,1990,62.4634590913781,890.0,0.0,5.13492321638556,3.12890505393186
152,Maldives,1990,26.6666666666667,160.0,0.0,0.021603139330854,
153,Middle East & North Africa,1990,29.625635676447,847589.536627642,0.0026506203909653398,0.0610745143318337,13.7053783568506
154,Mexico,1990,54.0914118161475,267700.0,0.0278745943384448,0.21769901335287697,5.17576838619527
155,Marshall Islands,1990,,0.0,,0.0,2.67624646362708
156,Middle income,1990,40.0343694789039,8801316.64689319,0.4877710212625921,0.7211636811485199,2.04223873882512
157,North Macedonia,1990,,8590.0,0.0,0.0,
158,Mali,1990,26.3303256050287,420.0,0.0,3.79493648283444,-2.50239510347761
159,Malta,1990,40.625,2320.0,0.0,0.0,6.291390958311711
160,Myanmar,1990,15.9561771276433,4190.0,,,2.81693327329162
161,Middle East & North Africa (excluding high income),1990,23.940031976159002,525988.071927235,0.0037619478322858,0.0862476710934145,12.908087654799399
162,Montenegro,1990,,0.0,,,
163,Mongolia,1990,80.88261798707491,12970.0,1.3184354810893502,1.03213977637255,-3.18446017802542
164,Northern Mariana Islands,1990,,,,,
165,Mozambique,1990,44.8383733055266,1120.0,,,0.999992833134172
166,Mauritania,1990,38.4748229358688,840.0,0.0,1.4350287727245399,-1.7713045336383
167,Mauritius,1990,54.679802955665,1160.0,0.0,0.0344979596631134,7.1867367713132095
168,Malawi,1990,44.7390750954603,720.0,0.0481345202896509,8.78472098155815,5.69229449375723
169,Malaysia,1990,20.564906406939603,56190.0,0.0016069373829569,15.107865779244499,9.00852713975699
170,North America,1990,26.9441086823194,5266383.37670672,0.19428981724133104,0.130631610484936,1.8850080883841398
171,Namibia,1990,46.9603663350703,,,0.44861880553673705,2.04745993950679
172,New Caledonia,1990,12.691466083150999,,0.0,0.0135641618757491,3.60000127425515
173,Niger,1990,26.0890502881503,600.0,0.0898822546903237,3.68839780947392,-1.30847828389487
174,Nigeria,1990,67.619706402275,67850.0,0.0032752667398083103,2.9850651257279504,11.776885932349401
175,Nicaragua,1990,33.4469004487286,1930.0,0.0,6.456385677167719,-0.0524997208627269
176,Netherlands,1990,59.419431279620895,148350.0,0.0,0.0074001432018877,4.18322298634072
177,Norway,1990,2.67218626452454,29200.0,0.00132874962514822,0.16449385787158302,1.9324198265052102
178,Nepal,1990,28.9818181818182,940.0,0.0,1.7467039026091298,4.63503634705992
179,Nauru,1990,20.0,130.0,,,
180,New Zealand,1990,61.4560783866925,22310.0,0.0385005432136452,1.10952601514383,0.15296926072645098
181,OECD members,1990,38.728213888196294,11335120.0,0.100749685149295,0.0957659865336017,3.18222777993138
182,Oman,1990,3.4894991922455603,11890.0,0.0,0.00160152221722874,-0.130425740071871
183,Other small states,1990,38.917118837709495,85989.7781562103,0.0370197239812102,0.743955403473634,
184,Pakistan,1990,45.6698837691988,61050.0,0.07643017289663401,0.318424170706033,4.4585868150981
185,Panama,1990,28.571428571428598,2690.0,0.0,0.270038517781232,8.09899300563279
186,Peru,1990,17.059375,20630.0,0.0016449179391020302,0.37181381318276396,-4.982563536466049
187,Philippines,1990,37.361236878290896,40840.0,0.0192543779397078,0.663285830299949,3.03696629398212
188,Palau,1990,,0.0,,,
189,Papua New Guinea,1990,1.93658084176125,2170.0,0.0,4.2573417481425695,-3.01216922049173
190,Poland,1990,61.35688399882461,350220.0,1.9761513214984399,0.535017036737112,
191,Pre-demographic dividend,1990,36.6198764983301,184055.01534866,0.00439847414160708,2.18303975184917,9.7354853576892
192,Puerto Rico,1990,49.0417136414882,,0.0,0.0,-2.84054072620243
193,"Korea, Dem. People's Rep.",1990,20.9118843949838,123370.0,,,
194,Portugal,1990,43.3114754098361,41070.0,0.00136894644447407,0.244561339329114,3.95052276325154
195,Paraguay,1990,35.7013340045306,2070.0,0.0,2.7018551646426805,4.12328287958157
196,West Bank and Gaza,1990,62.2923588039867,,,,
197,Pacific island small states,1990,12.0489977728285,1678.35820895522,0.0,1.34714975558931,3.91549444832744
198,Post-demographic dividend,1990,37.6574925478784,11364605.3203623,0.10347674379532902,0.0878432605949231,2.94138574673966
199,French Polynesia,1990,11.748633879781401,,0.0,0.000815747157272153,2.2000001275787797
200,Qatar,1990,5.25409130060293,12540.0,0.0,0.000460345574436462,
201,Romania,1990,64.3950294310007,172630.0,0.24502274015643696,0.7476036328850519,
202,Russian Federation,1990,,2164870.0,0.5852898187153721,0.0,-2.9999956422359
203,Rwanda,1990,76.1653830563437,520.0,0.0,4.66525117451262,-2.39929109691013
204,South Asia,1990,56.9037453818993,643080.0,0.616306542028646,0.5199580033611401,5.42887328414947
205,Saudi Arabia,1990,57.4413054905591,166390.0,0.0,0.00128191923019314,15.1934258901094
206,Sudan,1990,,5370.0,0.0,0.0,-5.4700537761547805
207,Senegal,1990,46.0655482262504,2330.0,0.0,1.91334610989869,-0.746282222903886
208,Singapore,1990,2.98507462686567,29720.0,0.0,0.000920371570589491,9.82104913117239
209,Solomon Islands,1990,2.42943908538764,150.0,0.0,8.0857074215124,2.20304337951396
210,Sierra Leone,1990,39.1382654474924,340.0,0.0,15.0340926243863,3.3499979838772402
211,El Salvador,1990,65.30501930501929,2380.0,0.0,0.835429774031668,4.8315603853172
212,San Marino,1990,16.6666666666667,,,,
213,Somalia,1990,70.2043548952721,730.0,0.0,13.4864824654653,-1.4840756842422398
214,Serbia,1990,,61910.0,,,
215,Sub-Saharan Africa (excluding high income),1990,40.0224627630493,399090.997815705,1.02658825742556,3.38593245404294,2.367251544605
216,South Sudan,1990,,0.0,,,
217,Sub-Saharan Africa,1990,40.0217843548946,399239.20178818796,1.0254428014198,3.3823234438276297,2.3707832448917996
218,Small states,1990,32.601517520268395,116102.94609287,0.0260432706085606,0.6898189554688239,
219,Sao Tome and Principe,1990,43.75,50.0,,,
220,Suriname,1990,0.564102564102564,1740.0,,0.947396591812041,-4.499999999999769
221,Slovak Republic,1990,,54810.0,0.10248974130588999,0.0,
222,Slovenia,1990,,13530.0,0.069408919608538,0.0,
223,Sweden,1990,8.31749281083979,53350.0,1.1179599229905499e-05,0.338493191588414,0.754674768666845
224,Eswatini,1990,71.97674418604649,950.0,0.263047868798869,5.331635144688049,21.0180005361395
225,Sint Maarten (Dutch part),1990,,,,,
226,Seychelles,1990,8.69565217391304,150.0,0.0,0.124123297601482,6.99554469003365
227,Syrian Arab Republic,1990,73.430188268582,29570.0,0.0,0.009729420748778559,7.6407723234723095
228,Turks and Caicos Islands,1990,1.0526315789473701,,,,
229,Chad,1990,38.357687420584504,390.0,0.0,7.517348187295231,-4.17847237277677
230,East Asia & Pacific (IDA & IBRD countries),1990,46.819970525771,2548192.68320844,0.959188254680512,1.87035037766105,5.40771753084344
231,Europe & Central Asia (IDA & IBRD countries),1990,,4395566.83375891,0.7482824841288058,0.102460442434483,-1.4268171240472498
232,Togo,1990,58.650487221915796,970.0,0.0,6.11169329461497,-0.243656135667237
233,Thailand,1990,41.8544109299458,88560.0,0.0554459321500524,0.32838530039725894,11.167163444629299
234,Tajikistan,1990,,11020.0,0.11878610760652301,0.0,-0.59999963133663
235,Turkmenistan,1990,,44650.0,0.0,0.0,35.3845581084463
236,Latin America & the Caribbean (IDA & IBRD countries),1990,33.5008744309529,846730.0,0.020835046555354,0.531224864584327,0.48379984432141
237,Timor-Leste,1990,21.385339609952897,0.0,,,
238,Middle East & North Africa (IDA & IBRD countries),1990,23.9133032026229,522460.0,0.0037619478322858,0.0862476710934145,12.908087654799399
239,Tonga,1990,44.4444444444444,80.0,0.0,0.07908210903505,-2.04409143450813
240,South Asia (IDA & IBRD),1990,56.9037453818993,643080.0,0.616306542028646,0.5199580033611401,5.42887328414947
241,Sub-Saharan Africa (IDA & IBRD countries),1990,40.0217843548946,399239.20178818796,1.0254428014198,3.3823234438276297,2.3707832448917996
242,Trinidad and Tobago,1990,15.009746588694,14110.0,0.0,0.0386184209887558,1.50916784203096
243,Tunisia,1990,55.6385169927909,13750.0,0.0,0.23087103965949302,7.94981943592961
244,Turkey,1990,51.5533438145603,139220.0,0.0916219495370349,0.152391443925487,9.266146671493232
245,Tuvalu,1990,66.6666666666667,10.0,,0.0,
246,Tanzania,1990,35.2110973131632,1890.0,0.0019950287757735602,11.413516419054899,7.045071643841781
247,Uganda,1990,59.8668735298534,790.0,0.0,15.8107070996175,6.47414015085897
248,Ukraine,1990,,688620.0,2.1349144643840803,0.0,-6.3452351284913
249,Upper middle income,1990,,6587669.65462855,0.5177884209617539,0.6545668220902321,1.01820988669394
250,Uruguay,1990,85.2302593989258,3850.0,0.0,0.6064446973804201,0.297348378311128
251,United States,1990,46.61533623904899,4844990.0,0.195752512330221,0.125224601695989,1.88596032541675
252,Uzbekistan,1990,,117770.0,0.157135589325762,0.0,1.60000000555935
253,St. Vincent and the Grenadines,1990,27.128205128205103,80.0,0.0,0.0381887366543526,6.94272739695639
254,"Venezuela, RB",1990,24.7831755569412,103120.0,0.0210375816883181,0.121080939534368,6.467940853058081
255,British Virgin Islands,1990,53.3333333333333,,,,
256,Virgin Islands (U.S.),1990,28.571428571428598,,,,
257,Vietnam,1990,20.6642293158008,18410.0,0.40573307422092,5.74021866380772,5.10091814039046
258,Vanuatu,1990,12.4692370795734,70.0,0.0,0.9054619793302799,11.6956997985937
259,World,1990,38.827634948382396,20607832.0596807,0.162552654945143,0.21647098735317102,2.97832230779514
260,Samoa,1990,19.081272084805697,110.0,0.0,2.16159951782867,-4.42145094868896
261,Kosovo,1990,,,,,
262,"Yemen, Rep.",1990,44.7487546640908,6640.0,0.0,0.0388830060999889,
263,South Africa,1990,78.8070134944646,247660.0,2.8057828618029905,1.1038843621091101,-0.31778567576331795
264,Zambia,1990,27.9947268593874,2740.0,0.21609547961005396,5.1648717373727,-0.48107202778166397
265,Zimbabwe,1990,33.6306061781052,16530.0,1.2819239044881001,1.7012711122385502,6.988552933185391
266,Aruba,1991,11.1111111111111,,0.0,0.0016337333506629,7.9628724963360895
267,Africa Eastern and Southern,1991,42.6992650880714,304407.723572644,1.5911121531531798,3.18047009922687,-0.0869058886043774
268,Afghanistan,1991,58.2513862083755,2740.0,,,
269,Africa Western and Central,1991,35.4570376462837,99880.0,0.00427016939556026,3.61765405945157,1.22080652793592
270,Angola,1991,36.5465926044758,6530.0,0.0,1.01339535562397,0.9913593014608749
271,Albania,1991,41.1313868613139,4110.0,0.204425722951728,3.58956396287462,-28.002141656046
272,Andorra,1991,48.936170212766,410.0,,0.0,2.54600352306136
273,Arab World,1991,31.639376610254804,666275.065246126,0.00102038289458918,0.111105364852967,1.5172103836814
274,United Arab Emirates,1991,4.36496761475641,61500.0,0.0,0.00029703578715815,0.8600819457782191
275,Argentina,1991,46.6475925296617,105320.0,0.000527205608502199,0.0993501229566014,9.13311056620101
276,Armenia,1991,,20690.0,0.0,0.0,-11.699998483036198
277,American Samoa,1991,15.0,,,,
278,Antigua and Barbuda,1991,20.4545454545455,220.0,0.0,0.0,2.17657860265928
279,Australia,1991,60.2400322819989,264710.0,0.35178832563822404,0.185208428733715,-0.39781769961490504
280,Austria,1991,36.7752482441269,62420.0,0.0027419583966961,0.108079356480994,3.44162777669459
281,Azerbaijan,1991,,67030.0,0.0,0.0,-0.7000001827266259
282,Burundi,1991,82.1651090342679,230.0,0.0,12.6858453942569,4.99683644802357
283,Belgium,1991,43.3577087141987,113960.0,0.00124801998149834,0.0280897796476229,1.83307427728701
284,Benin,1991,20.219936147570102,330.0,0.0,6.3446902308041,4.22579941934403
285,Burkina Faso,1991,34.9049707602339,600.0,0.0,6.4829065200017,9.06998445958148
286,Bangladesh,1991,79.2809403088269,10830.0,0.0,0.432418558095873,3.4852278153552003
287,Bulgaria,1991,55.690138298833894,58610.0,0.3759634637022729,0.610563109617832,-8.44535517671254
288,Bahrain,1991,11.594202898550698,10350.0,0.0,0.00121,11.2299987800123
289,"Bahamas, The",1991,1.1988011988012,1880.0,0.0,0.0985386018898743,-4.18178478140044
290,Bosnia and Herzegovina,1991,,21440.0,,,
291,Belarus,1991,,96240.0,0.0,0.0,-1.19999556980412
292,Belize,1991,5.6992547128452395,430.0,0.0,0.721870979859207,11.4640364205073
293,Bermuda,1991,5.55555555555556,,0.0,0.0,-3.53438209991742
294,Bolivia,1991,33.043478260869605,5770.0,0.0,0.685049014661199,5.26652747214038
295,Brazil,1991,27.9344686736523,205180.0,0.00366243920178595,0.5680330623741341,1.51193723815426
296,Barbados,1991,44.1860465116279,980.0,0.0,0.00334541371107854,-3.89990682816452
297,Brunei Darussalam,1991,2.08728652751423,3380.0,0.0,0.0991605929889356,3.1459413616626604
298,Bhutan,1991,10.786978575862,170.0,0.009403847304671621,7.26957805918495,-0.407875686655856
299,Botswana,1991,45.70253912797979,2740.0,0.34795813305277695,0.442562194934614,7.458709112318799
300,Central African Republic,1991,8.03878134129507,150.0,0.0,6.0891401485875996,-0.552543005101867
301,Canada,1991,6.8632679388640305,412930.0,0.18114964829396898,0.160267799552159,
302,Central Europe and the Baltics,1991,,912230.0,0.8813879026167422,0.384972710263562,-9.73723765127635
303,Switzerland,1991,40.4993802018771,45670.0,0.0,0.0216659683187557,-0.9158165892006741
304,Channel Islands,1991,42.9292929292929,,,,
305,Chile,1991,21.23513177644,29560.0,0.0225167357957816,0.957095547526537,7.80439218641014
306,China,1991,54.35426386281961,2302190.0,1.33254820561192,0.851311946961172,9.26278608406234
307,Cote d'Ivoire,1991,59.591194968553495,2790.0,0.0,3.4363596185273795,0.0409251684372549
308,Cameroon,1991,19.3564764866409,2650.0,0.0,2.96658722165277,-3.8085993724514706
309,"Congo, Dem. Rep.",1991,11.4598266469641,1740.0,0.0,11.307680473315001,-8.42105149913377
310,"Congo, Rep.",1991,30.814055636896,3080.0,0.0,3.7770655973523097,2.3953674527154503
311,Colombia,1991,40.4542586750789,50580.0,0.200180790638342,0.3705801166629,2.00160759679279
312,Comoros,1991,61.257388500805995,70.0,0.0,0.7525364739019659,-5.39563714860034
313,Cabo Verde,1991,16.8734491315136,100.0,0.0,0.600153242577428,1.4041468524709197
314,Costa Rica,1991,43.1574226400313,3060.0,0.0,2.7682971255916806,2.2656549896031803
315,Caribbean small states,1991,4.877517599110781,27640.0,0.0,0.48577476162623395,1.3677519071990503
316,Cuba,1991,62.89571694599629,27430.0,0.0,0.20266537709944799,-10.692697107182699
317,Curacao,1991,,,,,
318,Cayman Islands,1991,11.25,,,,
319,Cyprus,1991,17.2294372294372,5070.0,0.0,0.0164910834996573,0.7395012025995129
320,Czech Republic,1991,,136900.0,1.6583963953986898,0.0,-11.614942331477598
321,Germany,1991,49.082003838111895,932370.0,0.0837910714718509,0.0258514498844048,5.10826152190214
322,Djibouti,1991,57.6358930112166,340.0,0.0,0.5832634279400529,
323,Dominica,1991,24.0,60.0,0.0,0.0460384873069516,1.34776499973981
324,Denmark,1991,65.3456003774475,62730.0,0.0,0.0172546912629706,1.39363399746793
